bhk,type,area,region,status,age,final_price_lakhs
3,0,6.796823718274855,21,1,0,186.0
2,0,6.505784060128229,21,1,0,135.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.320768294250582,149,0,1,15.5
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.593044534142437,164,0,1,51.0
2,0,6.928537818164665,21,0,1,110.0
2,0,6.943122422819428,21,0,1,115.0
2,0,6.976348070447749,21,0,1,89.0
2,0,6.976348070447749,21,0,1,93.0
2,0,6.957497370876951,21,0,1,83.0
2,0,6.957497370876951,21,0,1,80.0
2,0,6.92951677076365,21,0,1,111.0
2,0,6.952728644624869,164,0,1,79.0
2,0,6.946975992135418,164,0,1,80.0
2,0,6.985641817639208,21,0,1,114.0
2,0,6.621405651764134,21,0,1,73.0
1,0,6.478509642208569,21,0,1,62.0
2,0,6.957497370876951,21,0,1,79.0
2,0,6.957497370876951,21,0,0,80.0
2,0,6.928537818164665,21,0,1,85.0
2,0,6.666956792429207,21,0,1,93.0
2,0,6.641182169740591,21,0,1,91.0
1,0,6.7464121285733745,21,0,1,115.0
2,0,6.7464121285733745,21,0,1,111.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.431331081933479,21,0,1,60.0
2,0,6.75343791859778,21,0,1,118.0
2,0,6.621405651764134,21,0,1,70.0
2,0,6.645090969505644,21,0,1,90.0
2,0,6.75343791859778,21,0,1,119.0
1,0,6.6293632534374485,21,0,1,73.0
2,0,6.7464121285733745,21,0,1,105.0
1,0,6.516193076042964,21,0,1,74.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.478509642208569,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.398594934535208,210,0,1,33.6
1,0,6.255750041753367,106,0,1,21.5
1,0,6.478509642208569,206,0,1,20.0
1,0,6.530877627725885,119,1,1,36.37
2,0,6.769641976852503,21,0,1,95.0
3,0,7.418180822726788,21,0,1,199.0
2,0,6.957497370876951,21,0,1,90.0
1,0,6.6293632534374485,21,0,1,77.0
1,0,6.666956792429207,21,0,1,76.0
2,0,6.7580945044277305,42,0,1,38.7
1,0,6.398594934535208,219,0,1,30.0
1,3,5.942799375126701,42,0,1,14.0
1,0,6.398594934535208,7,1,1,18.0
2,0,6.366470447731438,180,1,1,125.0
2,0,6.698268054115413,21,0,1,118.0
3,0,7.0909098220799835,21,0,1,185.0
2,0,6.75343791859778,21,0,1,79.0
2,0,6.75343791859778,21,0,1,80.0
1,0,6.4457198193855785,164,0,1,55.0
1,0,6.431331081933479,164,0,1,56.0
2,0,6.7464121285733745,164,0,1,78.0
2,0,6.7464121285733745,164,0,1,79.0
2,0,7.208600337960199,21,0,1,215.0
2,0,6.976348070447749,21,0,1,95.0
2,0,6.672032945461067,21,0,1,98.0
1,0,6.492239835020471,21,0,1,59.0
2,0,6.672032945461067,21,0,1,98.0
1,0,6.492239835020471,21,0,1,59.0
1,0,6.48768401848461,21,0,1,61.0
2,0,6.7464121285733745,21,0,1,78.0
2,0,6.716594773520978,21,0,1,110.0
1,3,5.942799375126701,42,0,1,14.0
1,0,6.398594934535208,7,1,1,18.0
1,0,6.398594934535208,219,0,1,30.0
1,0,6.478509642208569,170,1,1,45.5
3,0,7.349873704738337,122,1,1,256.0
2,0,7.026426808699636,219,1,1,100.0
2,0,7.1180162044653335,11,0,1,275.0
2,3,6.030685260261263,183,0,1,95.0
2,0,6.066108090103747,206,0,1,125.0
2,0,6.976348070447749,110,0,1,81.0
1,3,5.817111159963204,119,1,1,17.5
1,0,6.284134161070802,119,0,1,27.21
3,0,7.074116816197362,163,0,1,475.0
2,0,6.994849985833071,205,0,1,180.0
2,0,6.7464121285733745,21,0,1,115.0
1,1,6.553933404025811,42,1,0,30.99
1,1,6.553933404025811,42,1,0,30.99
3,0,7.330405211844402,153,0,1,325.0
2,0,6.873163834212518,113,0,1,85.0
3,0,7.170888478512505,54,0,1,230.0
4,0,7.824445930877619,207,1,1,440.00000000000006
1,0,6.486160788944089,202,0,1,50.0
2,0,6.85751406254539,7,0,1,340.0
1,0,6.329720905522696,37,0,1,21.0
3,0,6.84587987526405,25,1,1,258.0
2,0,6.848005274576363,201,0,1,37.0
3,0,6.80903930604298,54,1,0,275.0
3,0,6.80903930604298,54,1,0,275.0
3,0,6.80903930604298,54,1,0,275.0
3,0,6.80903930604298,54,1,0,275.0
3,0,6.851184927493743,54,1,0,286.0
3,0,6.851184927493743,54,1,0,286.0
2,0,6.416732282512326,54,1,0,175.0
2,0,6.416732282512326,54,1,0,175.0
2,0,6.423246963533519,54,1,0,176.0
2,0,6.423246963533519,54,1,0,176.0
1,0,6.3561076606958915,211,1,0,23.79
2,0,6.601230118728877,211,1,0,32.42
2,0,6.734591659972948,211,1,0,37.06
1,0,6.293419278846481,211,1,0,22.34
1,0,6.133398042996649,211,1,0,19.03
1,0,6.19644412779452,211,1,0,20.27
2,0,6.679599185844383,211,1,0,35.07
1,0,6.274762021241939,211,1,0,21.93
1,0,6.39024066706535,211,1,0,24.62
2,0,6.628041376179533,211,1,0,33.31
1,0,6.077642243349034,211,1,0,18.0
2,0,6.523562306149512,211,1,0,30.0
2,0,6.573680166960646,211,1,0,31.54
2,0,6.660575149839686,211,1,0,34.41
2,0,6.470799503782602,187,1,0,192.0
2,0,6.470799503782602,187,1,0,192.0
3,0,6.805722553416985,187,1,0,259.0
3,0,6.805722553416985,187,1,0,259.0
2,0,6.470799503782602,187,1,0,192.0
2,0,6.470799503782602,187,1,0,192.0
1,0,6.021023349349527,102,1,0,32.5
1,0,6.021023349349527,102,1,0,32.5
1,0,6.021023349349527,102,1,0,32.5
1,0,6.021023349349527,102,1,0,32.5
2,0,6.317164686747284,102,1,0,44.0
2,0,6.317164686747284,102,1,0,44.0
1,0,5.993961427306569,102,1,0,32.0
1,0,5.993961427306569,102,1,0,32.0
2,0,6.369900982828227,102,1,0,45.0
2,0,6.369900982828227,102,1,0,45.0
4,0,7.048386408721883,206,1,1,280.0
2,0,7.113142108707088,110,0,1,91.0
3,0,7.050122520269059,110,0,1,88.0
4,0,7.035268599281097,170,0,1,62.0
1,3,5.993961427306569,110,0,1,23.0
1,0,6.364750756851911,181,0,1,80.0
1,0,6.042632833682381,206,0,1,100.0
1,0,5.942799375126701,152,1,0,88.0
2,0,6.639875833826536,152,1,0,185.0
1,0,6.2166061010848646,21,0,1,77.0
1,0,6.311734809152915,106,1,1,41.41
4,1,7.307202314764738,30,0,1,180.0
1,0,6.246106765481563,112,1,1,25.0
2,0,7.00397413672268,113,1,1,100.0
1,0,6.530877627725885,202,0,1,45.0
1,0,6.111467339502679,174,1,0,41.37
2,0,6.478509642208569,174,1,0,57.99
1,0,6.480044561926653,206,0,1,20.0
3,0,7.591357046698551,23,0,1,175.0
3,0,7.467942332285852,54,0,1,575.0
1,0,6.478509642208569,102,0,1,27.62
2,0,6.90875477931522,219,0,1,68.5
1,0,6.53813982376767,47,1,1,62.0
1,3,5.993961427306569,57,0,1,18.0
2,0,6.925595197110468,187,1,1,159.0
2,0,7.143617602704121,106,0,1,155.0
1,0,6.55250788703459,36,1,1,37.0
1,0,6.439350371100098,204,0,1,21.9
3,0,7.208600337960199,106,0,1,210.0
1,0,6.516193076042964,213,0,1,28.0
1,0,6.55250788703459,213,0,1,28.51
1,0,6.55250788703459,213,0,1,28.51
1,0,6.647688373563329,219,0,1,42.0
3,0,6.968850378341948,184,0,1,75.0
3,0,7.215975002651466,181,0,1,270.0
1,0,6.2166061010848646,170,1,1,27.6
2,0,7.00397413672268,156,0,1,199.0
2,0,6.478509642208569,1,1,1,262.0
1,0,6.480044561926653,206,0,1,20.0
2,0,6.994849985833071,21,0,1,116.0
2,0,6.897704943128636,173,0,1,37.0
1,3,5.62040086571715,195,0,1,45.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
3,0,7.244941546337007,40,0,1,140.0
2,0,7.050122520269059,110,0,1,84.0
2,0,6.68586094706836,130,0,1,250.0
2,0,6.511745329644728,106,0,0,103.0
1,0,5.802118375377063,106,0,0,49.98
1,0,5.840641657373398,106,0,0,51.95
2,0,6.492239835020471,106,0,0,101.0
2,0,6.194405391104672,106,0,0,74.98
2,0,6.226536669287466,106,0,0,77.44
2,0,6.881411303642535,37,1,1,30.0
2,0,6.90875477931522,130,0,1,275.0
3,0,6.775366090936392,119,0,1,50.0
2,0,6.212606095751519,106,1,0,69.99
1,0,6.478509642208569,47,0,1,38.0
2,0,7.044032897274685,47,0,1,75.0
1,0,6.3561076606958915,200,0,1,60.0
3,0,7.170888478512505,152,0,1,319.0
1,0,6.508769136971682,57,0,1,26.5
2,0,7.048386408721883,219,0,1,59.0
2,0,7.00397413672268,215,0,1,79.99
1,0,6.55250788703459,29,0,1,48.99
1,0,6.54534966033442,119,1,1,34.2
5,0,7.979681302387741,63,0,1,1200.0
2,0,6.8885724595653635,170,0,1,45.97
2,0,7.048386408721883,38,0,1,175.0
2,0,6.88653164253051,25,0,1,190.0
1,0,6.338594078203183,30,0,1,19.5
2,0,6.7464121285733745,30,0,1,40.0
1,0,5.700443573390687,59,1,0,27.0
1,0,5.700443573390687,59,1,0,27.0
1,0,5.749392985908253,59,1,0,27.56
1,0,5.749392985908253,59,1,0,27.56
1,0,5.700443573390687,59,1,0,27.0
1,0,5.700443573390687,59,1,0,27.0
1,0,6.398594934535208,7,1,1,18.0
2,0,6.517671272912275,208,1,1,150.0
1,0,6.621405651764134,106,0,1,84.0
1,0,6.478509642208569,208,0,1,134.0
2,0,6.872128101338986,170,0,1,54.5
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.478509642208569,110,0,1,39.0
2,0,6.054439346269371,164,0,1,21.54
2,0,6.841615476477592,173,0,1,44.5
1,0,6.111467339502679,118,0,1,89.0
1,0,6.480044561926653,206,0,1,20.0
1,0,6.480044561926653,206,0,1,20.0
3,0,7.412160334945205,54,0,1,255.0
1,0,6.240275845170769,110,0,1,65.0
3,0,7.151485463904735,30,0,1,69.99
2,0,6.75110146893676,62,0,1,155.0
2,0,6.7226297948554485,202,0,1,56.61
1,0,6.293419278846481,181,0,1,100.0
2,0,6.985641817639208,11,0,1,190.0
1,0,6.493753839851686,170,1,1,51.0
2,0,6.673297967767654,113,0,1,375.0
1,0,6.493753839851686,112,0,1,71.0
1,0,6.311734809152915,170,1,1,36.0
1,0,6.51025834052315,170,1,1,43.0
1,0,6.2285110035911835,211,1,1,24.3
2,0,7.115582126184454,21,0,1,135.0
1,0,6.16541785423142,215,1,1,275.0
1,0,6.398594934535208,187,0,1,95.0
2,0,6.7464121285733745,119,0,1,59.5
